property_ID,locality_name,postal_code,type,subtype,price (€),number_of_bedrooms,living_area (m²),"equiped_kitchen (yes:1, no:0)","furnished (yes:1, no:0)","open_fire (yes:1, no:0)","terrace (yes:1, no:0)",terrace_area (m²),"garden (yes:1, no:0)",number_facades,"swimming_pool (yes:1, no:0)",state_of_building,province,price_per_m2,region,municipality
VBD28684,Boulevard de Wallonie,1348,Apartment,Apartment,695000,3,133,0,0,0,1,111,0,,0,New,Brabant-Wallon,5225.56391,Wallonia,Ottignies-Louvain-la-Neuve
VBD28687,Boulevard de Wallonie,1348,Apartment,Apartment,315000,2,96,0,0,0,0,,0,,0,New,Brabant-Wallon,3281.25,Wallonia,Ottignies-Louvain-la-Neuve
VBD28689,Boulevard de Wallonie,1348,Apartment,Studio,295000,,67,0,0,0,1,34,0,,0,New,Brabant-Wallon,4402.985075,Wallonia,Ottignies-Louvain-la-Neuve
VBD28683,Boulevard de Wallonie,1348,Apartment,Apartment,398000,2,92,0,0,0,1,10,0,,0,New,Brabant-Wallon,4326.086957,Wallonia,Ottignies-Louvain-la-Neuve
VBD28678,Boulevard de Wallonie,1348,Apartment,Apartment,413000,2,93,0,0,0,1,11,0,,1,New,Brabant-Wallon,4440.860215,Wallonia,Ottignies-Louvain-la-Neuve
VBD28694,Boulevard de Wallonie,1348,Apartment,Apartment,270000,1,64,0,0,0,1,6,0,,0,New,Brabant-Wallon,4218.75,Wallonia,Ottignies-Louvain-la-Neuve
VBD28680,Boulevard de Wallonie,1348,Apartment,Apartment,392000,2,92,0,0,0,1,10,0,,1,New,Brabant-Wallon,4260.869565,Wallonia,Ottignies-Louvain-la-Neuve
VBD28691,Boulevard de Wallonie,1348,Apartment,Apartment,260000,1,61,0,0,0,1,6,0,,0,New,Brabant-Wallon,4262.295082,Wallonia,Ottignies-Louvain-la-Neuve
VBD28695,Boulevard de Wallonie,1348,Apartment,Apartment,373000,2,91,0,0,0,1,8,0,,0,New,Brabant-Wallon,4098.901099,Wallonia,Ottignies-Louvain-la-Neuve
VBD28688,Boulevard de Wallonie,1348,Apartment,Apartment,440000,3,114,0,0,0,1,28,0,,0,New,Brabant-Wallon,3859.649123,Wallonia,Ottignies-Louvain-la-Neuve
VBD28679,Boulevard de Wallonie,1348,Apartment,Apartment,368000,2,86,0,0,0,1,9,0,,0,New,Brabant-Wallon,4279.069767,Wallonia,Ottignies-Louvain-la-Neuve
VBD28692,Boulevard de Wallonie,1348,Apartment,Apartment,258000,1,65,0,0,0,0,,0,,0,New,Brabant-Wallon,3969.230769,Wallonia,Ottignies-Louvain-la-Neuve
VBD28686,Boulevard de Wallonie,1348,Apartment,Apartment,295000,1,79,0,0,0,1,23,0,,1,New,Brabant-Wallon,3734.177215,Wallonia,Ottignies-Louvain-la-Neuve
VBD28690,Boulevard de Wallonie,1348,Apartment,Apartment,460000,3,127,0,0,0,1,21,0,,0,New,Brabant-Wallon,3622.047244,Wallonia,Ottignies-Louvain-la-Neuve
VBD28673,Boulevard de Wallonie,1348,Apartment,Apartment,395000,2,93,0,0,0,1,11,0,,1,New,Brabant-Wallon,4247.311828,Wallonia,Ottignies-Louvain-la-Neuve
VBD28672,Boulevard de Wallonie,1348,Apartment,Apartment,405000,2,96,0,0,0,1,13,0,,0,New,Brabant-Wallon,4218.75,Wallonia,Ottignies-Louvain-la-Neuve
VBD28668,Boulevard de Wallonie,1348,Apartment,Apartment,376000,2,90,0,0,0,1,9,0,,0,New,Brabant-Wallon,4177.777778,Wallonia,Ottignies-Louvain-la-Neuve
VBD28667,Boulevard de Wallonie,1348,Apartment,Apartment,414000,2,92,0,0,0,1,14,0,,0,New,Brabant-Wallon,4500,Wallonia,Ottignies-Louvain-la-Neuve
VBD28671,Boulevard de Wallonie,1348,Apartment,Apartment,500000,3,128,0,0,0,1,10,0,,0,New,Brabant-Wallon,3906.25,Wallonia,Ottignies-Louvain-la-Neuve
VBD28661,Boulevard de Wallonie,1348,Apartment,Apartment,389000,2,93,0,0,0,1,8,0,,0,New,Brabant-Wallon,4182.795699,Wallonia,Ottignies-Louvain-la-Neuve
VBD28665,Boulevard de Wallonie,1348,Apartment,Apartment,450000,3,103,0,0,0,1,16,0,,0,New,Brabant-Wallon,4368.932039,Wallonia,Ottignies-Louvain-la-Neuve
VBD28677,Boulevard de Wallonie,1348,Apartment,Apartment,660000,3,122,0,0,0,1,100,0,,0,New,Brabant-Wallon,5409.836066,Wallonia,Ottignies-Louvain-la-Neuve
VBD28658,Boulevard de Wallonie,1348,Apartment,Apartment,364000,2,90,0,0,0,1,7,0,,0,New,Brabant-Wallon,4044.444444,Wallonia,Ottignies-Louvain-la-Neuve
VBD28664,Boulevard de Wallonie,1348,Apartment,Apartment,399000,2,89,0,0,0,1,15,0,,0,New,Brabant-Wallon,4483.146067,Wallonia,Ottignies-Louvain-la-Neuve
VBD28662,Boulevard de Wallonie,1348,Apartment,Apartment,380000,2,91,0,0,0,1,7,0,,0,New,Brabant-Wallon,4175.824176,Wallonia,Ottignies-Louvain-la-Neuve
VBD28676,Boulevard de Wallonie,1348,Apartment,Apartment,620000,3,125,0,0,0,1,62,0,,0,New,Brabant-Wallon,4960,Wallonia,Ottignies-Louvain-la-Neuve
VBD28675,Boulevard de Wallonie,1348,Apartment,Apartment,401000,2,93,0,0,0,1,11,0,,0,New,Brabant-Wallon,4311.827957,Wallonia,Ottignies-Louvain-la-Neuve
VBD28666,Boulevard de Wallonie,1348,Apartment,Apartment,475000,3,114,0,0,0,1,21,0,,0,New,Brabant-Wallon,4166.666667,Wallonia,Ottignies-Louvain-la-Neuve
VBD28663,Boulevard de Wallonie,1348,Apartment,Apartment,245000,1,59,0,0,0,1,3,0,,0,New,Brabant-Wallon,4152.542373,Wallonia,Ottignies-Louvain-la-Neuve
VBD28669,Boulevard de Wallonie,1348,Apartment,Apartment,410000,2,99,0,0,0,1,10,0,,0,New,Brabant-Wallon,4141.414141,Wallonia,Ottignies-Louvain-la-Neuve
VBD28674,Boulevard de Wallonie,1348,Apartment,Apartment,411000,2,96,0,0,0,1,13,0,,0,New,Brabant-Wallon,4281.25,Wallonia,Ottignies-Louvain-la-Neuve
VBD28660,Boulevard de Wallonie,1348,Apartment,Apartment,399000,2,96,0,0,0,1,10,0,,0,New,Brabant-Wallon,4156.25,Wallonia,Ottignies-Louvain-la-Neuve
VBD28659,Boulevard de Wallonie,1348,Apartment,Apartment,404000,2,99,0,0,0,1,6,0,,0,New,Brabant-Wallon,4080.808081,Wallonia,Ottignies-Louvain-la-Neuve
VBD28639,Boulevard de Wallonie,1348,Apartment,Apartment,490000,3,122,0,0,0,1,9,0,,0,New,Brabant-Wallon,4016.393443,Wallonia,Ottignies-Louvain-la-Neuve
VBD28644,Boulevard de Wallonie,1348,Apartment,Apartment,426000,2,99,0,0,0,1,7,0,,0,New,Brabant-Wallon,4303.030303,Wallonia,Ottignies-Louvain-la-Neuve
VBD28654,Boulevard de Wallonie,1348,Apartment,Apartment,369000,2,89,0,0,0,1,4,0,,1,New,Brabant-Wallon,4146.067416,Wallonia,Ottignies-Louvain-la-Neuve
VBD28640,Boulevard de Wallonie,1348,Apartment,Apartment,250000,1,62,0,0,0,0,,0,,0,New,Brabant-Wallon,4032.258065,Wallonia,Ottignies-Louvain-la-Neuve
VBD28645,Boulevard de Wallonie,1348,Apartment,Apartment,418000,2,99,0,0,0,1,8,0,,0,New,Brabant-Wallon,4222.222222,Wallonia,Ottignies-Louvain-la-Neuve
VBD28655,Boulevard de Wallonie,1348,Apartment,Apartment,425000,3,103,0,0,0,1,7,0,,1,New,Brabant-Wallon,4126.213592,Wallonia,Ottignies-Louvain-la-Neuve
VBD28653,Boulevard de Wallonie,1348,Apartment,Apartment,235000,1,59,0,0,0,0,,0,,0,New,Brabant-Wallon,3983.050847,Wallonia,Ottignies-Louvain-la-Neuve
VBD28648,Boulevard de Wallonie,1348,Apartment,Apartment,405000,2,92,0,0,0,1,8,0,,0,New,Brabant-Wallon,4402.173913,Wallonia,Ottignies-Louvain-la-Neuve
VBD28657,Boulevard de Wallonie,1348,Apartment,Apartment,384000,2,92,0,0,0,1,6,0,,0,New,Brabant-Wallon,4173.913043,Wallonia,Ottignies-Louvain-la-Neuve
VBD28647,Boulevard de Wallonie,1348,Apartment,Apartment,270000,1,61,0,0,0,1,7,0,,1,New,Brabant-Wallon,4426.229508,Wallonia,Ottignies-Louvain-la-Neuve
VBD28651,Boulevard de Wallonie,1348,Apartment,Apartment,386000,2,92,0,0,0,1,9,0,,0,New,Brabant-Wallon,4195.652174,Wallonia,Ottignies-Louvain-la-Neuve
VBD28643,Boulevard de Wallonie,1348,Apartment,Apartment,285000,2,85,0,0,0,1,7,0,,0,New,Brabant-Wallon,3352.941176,Wallonia,Ottignies-Louvain-la-Neuve
VBD28637,Boulevard de Wallonie,1348,Apartment,Apartment,540000,3,133,0,0,0,1,20,0,,0,New,Brabant-Wallon,4060.150376,Wallonia,Ottignies-Louvain-la-Neuve
VBD28652,Boulevard de Wallonie,1348,Apartment,Apartment,368000,2,91,0,0,0,1,7,0,,0,New,Brabant-Wallon,4043.956044,Wallonia,Ottignies-Louvain-la-Neuve
VBD28649,Boulevard de Wallonie,1348,Apartment,Apartment,359000,2,86,0,0,0,1,11,0,,0,New,Brabant-Wallon,4174.418605,Wallonia,Ottignies-Louvain-la-Neuve
VBD28646,Boulevard de Wallonie,1348,Apartment,Apartment,285000,1,66,0,0,0,1,10,0,,0,New,Brabant-Wallon,4318.181818,Wallonia,Ottignies-Louvain-la-Neuve
VBD28642,Boulevard de Wallonie,1348,Apartment,Apartment,397000,2,90,0,0,0,1,9,0,,0,New,Brabant-Wallon,4411.111111,Wallonia,Ottignies-Louvain-la-Neuve
VBD28656,Boulevard de Wallonie,1348,Apartment,Apartment,450000,3,114,0,0,0,1,8,0,,0,New,Brabant-Wallon,3947.368421,Wallonia,Ottignies-Louvain-la-Neuve
VBD28638,Boulevard de Wallonie,1348,Apartment,Apartment,434000,2,97,0,0,0,1,9,0,,0,New,Brabant-Wallon,4474.226804,Wallonia,Ottignies-Louvain-la-Neuve
VBD28641,Boulevard de Wallonie,1348,Apartment,Apartment,397000,2,91,0,0,0,1,8,0,,0,New,Brabant-Wallon,4362.637363,Wallonia,Ottignies-Louvain-la-Neuve
VBD28634,Boulevard de Wallonie,1348,Apartment,Apartment,464000,3,117,0,0,0,1,10,0,,0,New,Brabant-Wallon,3965.811966,Wallonia,Ottignies-Louvain-la-Neuve
VBD28621,Boulevard de Wallonie,1348,Apartment,Apartment,349000,2,83,0,0,0,1,10,0,,0,New,Brabant-Wallon,4204.819277,Wallonia,Ottignies-Louvain-la-Neuve
VBD28627,Boulevard de Wallonie,1348,Apartment,Apartment,355000,2,83,0,0,0,1,10,0,,0,New,Brabant-Wallon,4277.108434,Wallonia,Ottignies-Louvain-la-Neuve
VBD28614,Boulevard de Wallonie,1348,Apartment,Apartment,382000,2,91,0,0,0,1,6,0,,0,New,Brabant-Wallon,4197.802198,Wallonia,Ottignies-Louvain-la-Neuve
VBD28630,Boulevard de Wallonie,1348,Apartment,Apartment,409000,2,88,0,0,0,1,15,0,,0,New,Brabant-Wallon,4647.727273,Wallonia,Ottignies-Louvain-la-Neuve
VBD28616,Boulevard de Wallonie,1348,Apartment,Apartment,454000,3,117,0,0,0,1,22,0,,0,New,Brabant-Wallon,3880.34188,Wallonia,Ottignies-Louvain-la-Neuve
VBD28633,Boulevard de Wallonie,1348,Apartment,Apartment,260000,1,62,0,0,0,1,7,0,,0,New,Brabant-Wallon,4193.548387,Wallonia,Ottignies-Louvain-la-Neuve
VBD28613,Boulevard de Wallonie,1348,Apartment,Apartment,373000,2,90,0,0,0,1,5,0,,0,New,Brabant-Wallon,4144.444444,Wallonia,Ottignies-Louvain-la-Neuve
VBD28617,Boulevard de Wallonie,1348,Apartment,Apartment,389000,2,96,0,0,0,1,5,0,,0,New,Brabant-Wallon,4052.083333,Wallonia,Ottignies-Louvain-la-Neuve
VBD28623,Boulevard de Wallonie,1348,Apartment,Apartment,440000,3,117,0,0,0,1,10,0,,0,New,Brabant-Wallon,3760.683761,Wallonia,Ottignies-Louvain-la-Neuve
VBD28628,Boulevard de Wallonie,1348,Apartment,Apartment,446000,3,117,0,0,0,1,10,0,,0,New,Brabant-Wallon,3811.965812,Wallonia,Ottignies-Louvain-la-Neuve
VBD28629,Boulevard de Wallonie,1348,Apartment,Apartment,257000,1,62,0,0,0,1,7,0,,0,New,Brabant-Wallon,4145.16129,Wallonia,Ottignies-Louvain-la-Neuve
VBD28618,Boulevard de Wallonie,1348,Apartment,Apartment,364000,2,83,0,0,0,1,30,0,,0,New,Brabant-Wallon,4385.542169,Wallonia,Ottignies-Louvain-la-Neuve
VBD28635,Boulevard de Wallonie,1348,Apartment,Apartment,266000,1,62,0,0,0,1,7,0,,0,New,Brabant-Wallon,4290.322581,Wallonia,Ottignies-Louvain-la-Neuve
VBD28636,Boulevard de Wallonie,1348,Apartment,Apartment,369000,2,87,0,0,0,1,15,0,,0,New,Brabant-Wallon,4241.37931,Wallonia,Ottignies-Louvain-la-Neuve
VBD28615,Boulevard de Wallonie,1348,Apartment,Apartment,274000,1,66,0,0,0,1,5,0,,0,New,Brabant-Wallon,4151.515152,Wallonia,Ottignies-Louvain-la-Neuve
VBD28632,Boulevard de Wallonie,1348,Apartment,Apartment,452000,3,117,0,0,0,1,10,0,,0,New,Brabant-Wallon,3863.247863,Wallonia,Ottignies-Louvain-la-Neuve
VBD28619,Boulevard de Wallonie,1348,Apartment,Apartment,455000,3,117,0,0,0,1,41,0,,0,New,Brabant-Wallon,3888.888889,Wallonia,Ottignies-Louvain-la-Neuve
VBD28631,Boulevard de Wallonie,1348,Apartment,Apartment,650000,3,120,0,0,0,1,99,0,,0,New,Brabant-Wallon,5416.666667,Wallonia,Ottignies-Louvain-la-Neuve
VBD28624,Boulevard de Wallonie,1348,Apartment,Apartment,245000,1,62,0,0,0,0,,0,,0,New,Brabant-Wallon,3951.612903,Wallonia,Ottignies-Louvain-la-Neuve
VBD28593,Boulevard de Wallonie,1348,Apartment,Apartment,394000,2,97,0,0,0,1,10,0,,0,New,Brabant-Wallon,4061.85567,Wallonia,Ottignies-Louvain-la-Neuve
VBD28603,Boulevard de Wallonie,1348,Apartment,Apartment,476000,3,121,0,0,0,1,10,0,,0,New,Brabant-Wallon,3933.884298,Wallonia,Ottignies-Louvain-la-Neuve
VBD28606,Boulevard de Wallonie,1348,Apartment,Apartment,344000,2,89,0,0,0,1,11,0,,0,New,Brabant-Wallon,3865.168539,Wallonia,Ottignies-Louvain-la-Neuve
VBD28596,Boulevard de Wallonie,1348,Apartment,Apartment,431000,2,107,0,0,0,1,9,0,,0,New,Brabant-Wallon,4028.037383,Wallonia,Ottignies-Louvain-la-Neuve
VBD28608,Boulevard de Wallonie,1348,Apartment,Apartment,364000,2,91,0,0,0,1,6,0,,0,New,Brabant-Wallon,4000,Wallonia,Ottignies-Louvain-la-Neuve
VBD28595,Boulevard de Wallonie,1348,Apartment,Apartment,680000,3,135,0,0,0,1,68,0,,0,New,Brabant-Wallon,5037.037037,Wallonia,Ottignies-Louvain-la-Neuve
VBD28605,Boulevard de Wallonie,1348,Apartment,Apartment,295000,1,86,0,0,0,1,10,0,,0,New,Brabant-Wallon,3430.232558,Wallonia,Ottignies-Louvain-la-Neuve
VBD28598,Boulevard de Wallonie,1348,Apartment,Apartment,415000,3,109,0,0,0,1,21,0,,0,New,Brabant-Wallon,3807.33945,Wallonia,Ottignies-Louvain-la-Neuve
VBD28609,Boulevard de Wallonie,1348,Apartment,Apartment,344000,2,87,0,0,0,1,3,0,,1,New,Brabant-Wallon,3954.022989,Wallonia,Ottignies-Louvain-la-Neuve
VBD28594,Boulevard de Wallonie,1348,Apartment,Apartment,419000,2,107,0,0,0,1,9,0,,0,New,Brabant-Wallon,3915.88785,Wallonia,Ottignies-Louvain-la-Neuve
VBD28591,Boulevard de Wallonie,1348,Apartment,Apartment,409000,2,91,0,0,0,1,9,0,,0,New,Brabant-Wallon,4494.505495,Wallonia,Ottignies-Louvain-la-Neuve
VBD28612,Boulevard de Wallonie,1348,Apartment,Apartment,370000,2,91,0,0,0,1,6,0,,0,New,Brabant-Wallon,4065.934066,Wallonia,Ottignies-Louvain-la-Neuve
VBD28611,Boulevard de Wallonie,1348,Apartment,Apartment,390000,2,93,0,0,0,1,9,0,,0,New,Brabant-Wallon,4193.548387,Wallonia,Ottignies-Louvain-la-Neuve
VBD28601,Boulevard de Wallonie,1348,Apartment,Apartment,470000,3,121,0,0,0,1,10,0,,0,New,Brabant-Wallon,3884.297521,Wallonia,Ottignies-Louvain-la-Neuve
VBD28599,Boulevard de Wallonie,1348,Apartment,Apartment,470000,3,121,0,0,0,1,25,0,,0,New,Brabant-Wallon,3884.297521,Wallonia,Ottignies-Louvain-la-Neuve
VBD28607,Boulevard de Wallonie,1348,Apartment,Apartment,384000,2,93,0,0,0,1,9,0,,0,New,Brabant-Wallon,4129.032258,Wallonia,Ottignies-Louvain-la-Neuve
VBD28600,Boulevard de Wallonie,1348,Apartment,Apartment,470000,3,122,0,0,0,1,10,0,,0,New,Brabant-Wallon,3852.459016,Wallonia,Ottignies-Louvain-la-Neuve
VBD28592,Boulevard de Wallonie,1348,Apartment,Apartment,439000,2,96,0,0,0,1,8,0,,0,New,Brabant-Wallon,4572.916667,Wallonia,Ottignies-Louvain-la-Neuve
VBD28602,Boulevard de Wallonie,1348,Apartment,Apartment,476000,3,122,0,0,0,1,10,0,,0,New,Brabant-Wallon,3901.639344,Wallonia,Ottignies-Louvain-la-Neuve
VBD28604,Boulevard de Wallonie,1348,Apartment,Apartment,488000,3,121,0,0,0,1,10,0,,0,New,Brabant-Wallon,4033.057851,Wallonia,Ottignies-Louvain-la-Neuve
VBD28584,Boulevard de Wallonie,1348,Apartment,Apartment,436000,3,117,0,0,0,1,22,0,,1,New,Brabant-Wallon,3726.495726,Wallonia,Ottignies-Louvain-la-Neuve
VBD28573,Boulevard de Wallonie,1348,Apartment,Apartment,421000,3,110,0,0,0,1,10,0,,0,New,Brabant-Wallon,3827.272727,Wallonia,Ottignies-Louvain-la-Neuve
VBD28590,Boulevard de Wallonie,1348,Apartment,Apartment,388000,2,97,0,0,0,1,11,0,,0,New,Brabant-Wallon,4000,Wallonia,Ottignies-Louvain-la-Neuve
VBD28581,Boulevard de Wallonie,1348,Apartment,Apartment,260000,1,63,0,0,0,1,10,0,,0,New,Brabant-Wallon,4126.984127,Wallonia,Ottignies-Louvain-la-Neuve
VBD28575,Boulevard de Wallonie,1348,Apartment,Apartment,675000,3,129,0,0,0,1,102,0,,0,New,Brabant-Wallon,5232.55814,Wallonia,Ottignies-Louvain-la-Neuve
VBD28587,Boulevard de Wallonie,1348,Apartment,Apartment,268000,1,66,0,0,0,1,5,0,,0,New,Brabant-Wallon,4060.606061,Wallonia,Ottignies-Louvain-la-Neuve
VBD28577,Boulevard de Wallonie,1348,Apartment,Apartment,254000,1,63,0,0,0,1,12,0,,0,New,Brabant-Wallon,4031.746032,Wallonia,Ottignies-Louvain-la-Neuve
VBD28576,Boulevard de Wallonie,1348,Apartment,Apartment,430000,3,117,0,0,0,1,42,0,,0,New,Brabant-Wallon,3675.213675,Wallonia,Ottignies-Louvain-la-Neuve
VBD28578,Boulevard de Wallonie,1348,Apartment,Apartment,259000,1,70,0,0,0,1,7,0,,0,New,Brabant-Wallon,3700,Wallonia,Ottignies-Louvain-la-Neuve
VBD28583,Boulevard de Wallonie,1348,Apartment,Apartment,265000,1,66,0,0,0,1,5,0,,0,New,Brabant-Wallon,4015.151515,Wallonia,Ottignies-Louvain-la-Neuve
VBD28572,Boulevard de Wallonie,1348,Apartment,Apartment,245000,1,63,0,0,0,0,,0,,0,New,Brabant-Wallon,3888.888889,Wallonia,Ottignies-Louvain-la-Neuve
VBD28582,Boulevard de Wallonie,1348,Apartment,Apartment,354000,2,93,0,0,0,1,8,0,,1,New,Brabant-Wallon,3806.451613,Wallonia,Ottignies-Louvain-la-Neuve
VBD28585,Boulevard de Wallonie,1348,Apartment,Apartment,263000,1,63,0,0,0,1,10,0,,0,New,Brabant-Wallon,4174.603175,Wallonia,Ottignies-Louvain-la-Neuve
VBD28589,Boulevard de Wallonie,1348,Apartment,Apartment,525000,3,139,0,0,0,1,49,0,,0,New,Brabant-Wallon,3776.978417,Wallonia,Ottignies-Louvain-la-Neuve
VBD28571,Boulevard de Wallonie,1348,Apartment,Apartment,415000,3,110,0,0,0,1,10,0,,0,New,Brabant-Wallon,3772.727273,Wallonia,Ottignies-Louvain-la-Neuve
VBD28580,Boulevard de Wallonie,1348,Apartment,Apartment,430000,3,117,0,0,0,1,22,0,,0,New,Brabant-Wallon,3675.213675,Wallonia,Ottignies-Louvain-la-Neuve
VBD28588,Boulevard de Wallonie,1348,Apartment,Apartment,377000,2,96,0,0,0,1,5,0,,0,New,Brabant-Wallon,3927.083333,Wallonia,Ottignies-Louvain-la-Neuve
VBD28579,Boulevard de Wallonie,1348,Apartment,Apartment,262000,1,66,0,0,0,1,5,0,,1,New,Brabant-Wallon,3969.69697,Wallonia,Ottignies-Louvain-la-Neuve
VBD28570,Boulevard de Wallonie,1348,Apartment,Apartment,374000,2,92,0,0,0,1,32,0,,0,New,Brabant-Wallon,4065.217391,Wallonia,Ottignies-Louvain-la-Neuve
VBD28586,Boulevard de Wallonie,1348,Apartment,Apartment,365000,2,96,0,0,0,1,5,0,,0,New,Brabant-Wallon,3802.083333,Wallonia,Ottignies-Louvain-la-Neuve
VBD28559,Boulevard de Wallonie,1348,Apartment,Apartment,660000,3,119,0,0,0,1,123,0,,0,New,Brabant-Wallon,5546.218487,Wallonia,Ottignies-Louvain-la-Neuve
VBD28563,Boulevard de Wallonie,1348,Apartment,Apartment,349000,2,84,0,0,0,1,10,0,,0,New,Brabant-Wallon,4154.761905,Wallonia,Ottignies-Louvain-la-Neuve
VWD14927,,1420,House,Residence,525000,3,260,0,0,0,1,16,1,2,0,To be renovated,Brabant-Wallon,2019.230769,Wallonia,Braine-l'Alleud
VBD28556,Boulevard de Wallonie,1348,Apartment,Apartment,545000,3,133,0,0,0,1,86,0,,0,New,Brabant-Wallon,4097.744361,Wallonia,Ottignies-Louvain-la-Neuve
VBD28517,,1330,House,Residence,370000,3,171,1,0,0,1,25,1,3,0,To be renovated,Brabant-Wallon,2163.74269,Wallonia,Rixensart
VBD28558,Boulevard de Wallonie,1348,Apartment,Apartment,310000,1,86,0,0,0,1,10,0,,0,New,Brabant-Wallon,3604.651163,Wallonia,Ottignies-Louvain-la-Neuve
VBD28566,Boulevard de Wallonie,1348,Apartment,Apartment,355000,2,84,0,0,0,1,10,0,,0,New,Brabant-Wallon,4226.190476,Wallonia,Ottignies-Louvain-la-Neuve
VBD28562,Boulevard de Wallonie,1348,Apartment,Apartment,450000,3,117,0,0,0,1,10,0,,0,New,Brabant-Wallon,3846.153846,Wallonia,Ottignies-Louvain-la-Neuve
VWD14929,,1301,House,Villa,945000,4,223,1,0,1,1,,1,4,0,Excellent,Brabant-Wallon,4237.668161,Wallonia,Wavre
VBD28569,Boulevard de Wallonie,1348,Apartment,Apartment,425000,3,114,0,0,0,1,36,0,,1,New,Brabant-Wallon,3728.070175,Wallonia,Ottignies-Louvain-la-Neuve
VBD28565,Boulevard de Wallonie,1348,Apartment,Apartment,456000,3,117,0,0,0,1,10,0,,0,New,Brabant-Wallon,3897.435897,Wallonia,Ottignies-Louvain-la-Neuve
VBD28567,Boulevard de Wallonie,1348,Apartment,Apartment,385000,2,90,0,0,0,1,5,0,,0,New,Brabant-Wallon,4277.777778,Wallonia,Ottignies-Louvain-la-Neuve
VBD28557,Boulevard de Wallonie,1348,Apartment,Apartment,428000,2,97,0,0,0,1,10,0,,0,New,Brabant-Wallon,4412.371134,Wallonia,Ottignies-Louvain-la-Neuve
VBD28560,Boulevard de Wallonie,1348,Apartment,Apartment,398000,2,98,0,0,0,1,41,0,,0,New,Brabant-Wallon,4061.22449,Wallonia,Ottignies-Louvain-la-Neuve
VBD28235,Rue d'Alvaux 20,1360,House,Residence,160000,1,80,0,0,0,0,,1,4,0,To be renovated,Brabant-Wallon,2000,Wallonia,Perwez
VBD28070,,1410,House,Villa,535000,3,153,1,0,0,1,35,1,4,0,Excellent,Brabant-Wallon,3496.732026,Wallonia,Waterloo
VBD27592,Rue de la Sucrerie 2,1350,House,Residence,625000,4,220,0,0,0,1,,1,4,0,,Brabant-Wallon,2840.909091,Wallonia,Orp-Jauche
VBD28071,,1420,House,Villa,535000,3,153,1,0,0,1,35,1,4,0,Excellent,Brabant-Wallon,3496.732026,Wallonia,Braine-l'Alleud
VBD28182,,1480,House,Residence,485000,5,190,1,0,0,0,,1,3,0,Normal,Brabant-Wallon,2552.631579,Wallonia,Tubize
VBD28155,Rue de Merdorp 3 A,1350,House,Residence,375000,3,175,0,0,0,1,,1,3,0,Excellent,Brabant-Wallon,2142.857143,Wallonia,Orp-Jauche
VBD28203,Rue saint rock 23,1360,House,Residence,245000,3,125,1,0,0,1,11,1,2,0,To be renovated,Brabant-Wallon,1960,Wallonia,Perwez
VBD28304,Rue du Blanc Poil 35,1370,House,Residence,449000,3,250,0,0,0,1,,1,4,0,,Brabant-Wallon,1796,Wallonia,Jodoigne
VBD28246,,1367,House,Residence,610000,3,150,0,0,0,1,60,1,4,0,New,Brabant-Wallon,4066.666667,Wallonia,Ramillies
VBD27313,,1400,House,Residence,489000,3,194,0,0,0,0,,1,,0,New,Brabant-Wallon,2520.618557,Wallonia,Nivelles
VBD26293,Allee Andre Delvaux 18,1410,Apartment,Apartment,320000,1,52,0,0,0,1,,0,,0,Excellent,Brabant-Wallon,6153.846154,Wallonia,Waterloo
VBD27311,,1400,House,Residence,469000,3,185,0,0,0,0,,1,,0,New,Brabant-Wallon,2535.135135,Wallonia,Nivelles
VBD26142,Avenue du Centre Sportif 57 5/M2,1300,Apartment,Apartment,275000,2,100,0,0,0,1,12,0,2,0,,Brabant-Wallon,2750,Wallonia,Wavre
VBD25748,,1420,Apartment,Duplex,295000,2,100,1,0,0,1,20,1,2,0,Excellent,Brabant-Wallon,2950,Wallonia,Braine-l'Alleud
VBD25706,Chaussée de Wavre 156-162 A2.2,1360,Apartment,Apartment,427400,3,142,0,0,0,1,6,0,,0,New,Brabant-Wallon,3009.859155,Wallonia,Perwez
VBD26558,Rue du Fond des Mays 19,1300,House,Villa,549000,4,200,1,0,1,1,30,1,4,0,Normal,Brabant-Wallon,2745,Wallonia,Wavre
VBD27309,,1400,House,Residence,487000,3,192,0,0,0,0,,1,,0,New,Brabant-Wallon,2536.458333,Wallonia,Nivelles
VBD26995,,1480,House,Residence,195000,2,108,0,0,0,0,,0,,0,,Brabant-Wallon,1805.555556,Wallonia,Tubize
VBD26949,Rue André Mathys 8,1350,House,Residence,325000,3,150,1,0,0,1,,1,3,0,Excellent,Brabant-Wallon,2166.666667,Wallonia,Orp-Jauche
VBD26777,Rue du Cerf 3,1332,House,Residence,295000,2,128,0,0,0,0,,1,4,0,To be renovated,Brabant-Wallon,2304.6875,Wallonia,Rixensart
VBD26950,Rue des Marchés 15 B0.1,1370,Apartment,Apartment,175000,1,64,1,0,0,0,,0,,0,Normal,Brabant-Wallon,2734.375,Wallonia,Jodoigne
VBD26059,Rue Jean-Baptiste Stouffs 31,1332,House,Residence,795000,4,315,0,0,0,0,,1,4,0,Excellent,Brabant-Wallon,2523.809524,Wallonia,Rixensart
VBD26946,Rue de Biamont 40,1350,House,Residence,250000,3,170,1,0,0,1,,1,3,0,To renovate,Brabant-Wallon,1470.588235,Wallonia,Orp-Jauche
