property_ID,locality_name,postal_code,type,subtype,price (€),number_of_bedrooms,living_area (m²),"equiped_kitchen (yes:1, no:0)","furnished (yes:1, no:0)","open_fire (yes:1, no:0)","terrace (yes:1, no:0)",terrace_area (m²),"garden (yes:1, no:0)",number_facades,"swimming_pool (yes:1, no:0)",state_of_building,province,price_per_m2,region,municipality
VBC66389,Rue du Lingenthal 111,6700,House,Residence,580000,5,270,0,0,0,1,90,1,2,0,,Luxembourg,2148.148148,Wallonia,Arlon
VBD06098,,6840,House,Residence,395000,4,180,1,0,0,1,20,1,3,0,Excellent,Luxembourg,2194.444444,Wallonia,Neufchâteau
VBD04996,Rue du Monti 36,6960,House,Residence,359000,3,150,0,0,0,0,,1,4,0,,Luxembourg,2393.333333,Wallonia,Manhay
VBC88547,Rue du Moulin 15,6940,House,Residence,295000,4,150,1,0,0,1,,1,4,0,To renovate,Luxembourg,1966.666667,Wallonia,Durbuy
VBD05628,Rue de la Boverie 11A,6921,House,Residence,229000,4,226,1,0,0,1,,0,3,0,Normal,Luxembourg,1013.274336,Wallonia,Wellin
VBD06542,Place du Monument 1 2,6997,House,Residence,220000,2,107,1,0,0,0,,0,2,0,Fully renovated,Luxembourg,2056.074766,Wallonia,Érezée
VBD03984,Rue Chamont 16,6980,House,Residence,240000,3,141,0,1,0,1,,1,2,0,Excellent,Luxembourg,1702.12766,Wallonia,La Roche-en-Ardenne
VBD03200,Rue Belle-Vue 17 B,6740,Apartment,Apartment,285000,2,88,0,0,0,1,6,0,4,0,New,Luxembourg,3238.636364,Wallonia,Étalle
VBD03578,Place du Lieutenant Callemeyn 5 2.11,6700,Apartment,Apartment,330000,2,87,0,0,0,1,,0,4,0,Normal,Luxembourg,3793.103448,Wallonia,Arlon
VBD01880,Morville 15,6940,House,Residence,675000,5,330,1,1,0,1,,1,4,0,Excellent,Luxembourg,2045.454545,Wallonia,Durbuy
VBD00876,,6791,House,Mixed building,548000,7,300,0,0,0,1,,1,2,0,Normal,Luxembourg,1826.666667,Wallonia,Aubange
VWD14233,rue du Monument 7,6960,House,Residence,425000,5,240,1,0,0,0,,1,4,0,Normal,Luxembourg,1770.833333,Wallonia,Manhay
VBD00877,,6700,Apartment,Apartment,160000,1,70,0,0,0,0,,0,3,0,To be renovated,Luxembourg,2285.714286,Wallonia,Arlon
VBD02861,Rue des Jolis Bois 13,6900,House,Residence,279000,3,196,1,0,0,1,20,1,4,0,Normal,Luxembourg,1423.469388,Wallonia,Marche-en-Famenne
VBD02023,Rue de la Caserne 14,6660,House,Mixed building,260000,,467,0,0,0,0,,0,4,0,Normal,Luxembourg,556.745182,Wallonia,Houffalize
VBD02079,Fond Sainte-Anne 31/E702 E702,6940,Apartment,Apartment,179000,2,77,0,0,0,1,,0,,0,,Luxembourg,2324.675325,Wallonia,Durbuy
VBD01194,Rue des Bastions 10,6830,House,Residence,145000,4,122,0,0,0,0,,0,3,0,,Luxembourg,1188.52459,Wallonia,Bouillon
VBC31428,Rue Sainte Bernadette 87,6987,House,Chalet,129000,2,55,0,1,0,1,,0,3,0,,Luxembourg,2345.454545,Wallonia,Rendeux
VBC62600,Route du Sati 4,6836,House,Residence,165000,2,97,0,0,0,1,,1,3,0,,Luxembourg,1701.030928,Wallonia,Bouillon
VBD02302,Neiewee 11,6700,House,Residence,885000,7,371,0,0,0,1,30,1,4,1,Normal,Luxembourg,2385.444744,Wallonia,Arlon
VBC02591,Rue de Thibeauroche 9,6880,House,Residence,175000,4,88,0,0,0,1,,1,2,0,,Luxembourg,1988.636364,Wallonia,Bertrix
VBD00687,Au-Dessus de la Ville 31,6830,House,Residence,750000,4,307,0,0,0,1,,1,4,0,,Luxembourg,2442.996743,Wallonia,Bouillon
VBD01714,Chemin du Tram 11,6890,House,Residence,630000,6,250,1,1,0,1,50,1,4,0,Excellent,Luxembourg,2520,Wallonia,Libin
VBC99975,,6791,Apartment,Apartment,548000,7,300,0,0,0,1,,1,2,0,Normal,Luxembourg,1826.666667,Wallonia,Aubange
VBC02590,Rue de Thibeauroche 7,6880,House,Residence,210000,4,176,0,0,0,1,17,1,3,0,,Luxembourg,1193.181818,Wallonia,Bertrix
VBC99869,Rue de Neufchâteau,6700,Apartment,Apartment,345000,2,103,0,0,0,1,8,0,3,0,New,Luxembourg,3349.514563,Wallonia,Arlon
VBC86809,Rue d'Andenne 20 215,6940,House,Chalet,70000,2,55,1,1,0,1,20,0,4,1,Normal,Luxembourg,1272.727273,Wallonia,Durbuy
VBC97703,Rue des Ferronniers 16,6830,House,Residence,199000,4,119,1,0,0,1,15,1,3,0,Normal,Luxembourg,1672.268908,Wallonia,Bouillon
VBC85121,,6780,House,Residence,495000,4,200,0,0,0,0,,1,4,0,To be renovated,Luxembourg,2475,Wallonia,Messancy
VBD00589,Rowe dè Bati 15,6940,House,Residence,169000,2,100,1,0,0,0,,1,3,0,To renovate,Luxembourg,1690,Wallonia,Durbuy
VBC99749,Rue des Renoncules 17,6940,House,Residence,599000,4,176,0,0,0,1,59,1,4,1,,Luxembourg,3403.409091,Wallonia,Durbuy
VBC98106,Rue de la Forêt 76,6821,House,Residence,185000,3,173,0,0,0,0,,1,,0,To renovate,Luxembourg,1069.364162,Wallonia,Florenville
VBC20315,Rue d'Andenne 20/127 127,6940,House,Bungalow,65000,3,74,0,1,0,1,,0,4,0,,Luxembourg,878.3783784,Wallonia,Durbuy
VBC97564,Rue du Palais de Justice 1-3,6840,House,Residence,100000,3,316,0,0,0,0,,0,,0,To be renovated,Luxembourg,316.4556962,Wallonia,Neufchâteau
VBC99419,,6690,House,Residence,119000,3,128,0,0,0,0,,0,2,0,To be renovated,Luxembourg,929.6875,Wallonia,Vielsalm
VWD14123,,6823,House,Residence,79000,3,120,1,0,0,0,,1,3,0,To be renovated,Luxembourg,658.3333333,Wallonia,Florenville
VBC97573,Rue Franklin Roosevelt 18,6840,House,Residence,250000,5,600,0,0,0,0,,0,,0,To be renovated,Luxembourg,416.6666667,Wallonia,Neufchâteau
VBC99251,Rue de la Semois 31,6830,House,Residence,290000,3,202,1,0,0,1,,1,2,0,Normal,Luxembourg,1435.643564,Wallonia,Bouillon
VBC98302,Berismenil 8 H,6980,House,Residence,550000,5,324,0,0,0,1,,1,3,0,Excellent,Luxembourg,1697.530864,Wallonia,La Roche-en-Ardenne
VBC98343,Chemin de la Vieille Chapelle 21,6941,House,Residence,1100000,8,538,1,0,0,1,,1,3,0,Normal,Luxembourg,2044.609665,Wallonia,Durbuy
VBC96170,,6853,House,Residence,130000,2,120,0,0,0,1,20,0,2,0,Normal,Luxembourg,1083.333333,Wallonia,Paliseul
VBC92912,Chemin de l'Aisance 6,6940,House,Residence,249500,3,147,0,0,0,1,,1,4,0,To be renovated,Luxembourg,1697.278912,Wallonia,Durbuy
VBC92883,Rue Godefroid Kurth 5 -7,6700,House,Mixed building,399000,4,215,1,0,0,0,,1,2,0,Normal,Luxembourg,1855.813953,Wallonia,Arlon
VBC91912,Clos du Manoir 1,6940,House,Residence,645000,4,177,0,0,0,1,25,1,4,0,,Luxembourg,3644.067797,Wallonia,Durbuy
VBC96037,Rue du Chairi 4 B,6838,House,Residence,369000,3,200,0,0,0,1,16,1,3,0,Excellent,Luxembourg,1845,Wallonia,Bouillon
VBC93218,Rue du Wäschbour 19,6700,Apartment,Apartment,295000,2,78,0,0,0,1,,0,4,0,Normal,Luxembourg,3782.051282,Wallonia,Arlon
VBC94780,Rue d'Hervin 24,6927,House,Residence,455000,6,217,0,0,0,1,40,1,4,0,,Luxembourg,2096.774194,Wallonia,Tellin
VBC92972,Achouffe 24+ 25,6660,House,Cottage,599000,5,323,1,0,0,1,,1,4,0,Normal,Luxembourg,1854.489164,Wallonia,Houffalize
VBC93191,,6747,House,Residence,65000,3,55,0,0,0,0,,0,2,0,To be renovated,Luxembourg,1181.818182,Wallonia,Saint-Léger
VBC93438,Rue de Bridoux 72,6769,House,Residence,260000,4,225,1,0,0,1,18,0,2,0,Excellent,Luxembourg,1155.555556,Wallonia,Meix-devant-Virton
VBC97390,Rue du Couvent 26,6890,House,Residence,275000,4,220,0,0,0,1,5,1,,0,To be renovated,Luxembourg,1250,Wallonia,Libin
VBC92934,Rue Hasenberg 5,6780,House,Residence,299000,3,189,0,0,0,1,,1,3,0,To be renovated,Luxembourg,1582.010582,Wallonia,Messancy
VBC93190,,6791,House,Residence,190000,3,120,0,0,0,0,,0,2,0,Normal,Luxembourg,1583.333333,Wallonia,Aubange
VBC91173,Rue de Bravy 49,6887,House,Residence,429000,4,207,0,0,0,1,,1,4,0,Normal,Luxembourg,2072.463768,Wallonia,Herbeumont
VWD13408,Rue noire,6820,House,Residence,145000,3,180,0,0,0,0,,1,,0,To be renovated,Luxembourg,805.5555556,Wallonia,Florenville
VBC85519,Fond de Vedeur 2,6940,House,Residence,980000,13,700,0,0,0,0,,1,4,0,To be renovated,Luxembourg,1400,Wallonia,Durbuy
VBC89522,,6791,House,Residence,170000,2,80,0,0,0,0,,0,3,0,,Luxembourg,2125,Wallonia,Aubange
VBC87668,Rue Jean-Théodore Jacques 9 A,6960,House,Residence,150000,0,100,0,0,0,0,,0,,0,To renovate,Luxembourg,1500,Wallonia,Manhay
VBC56198,Rue des Genêts 6,6700,House,Residence,350000,4,125,1,0,0,1,35,1,2,0,Normal,Luxembourg,2800,Wallonia,Arlon
VBC84927,Rue du Paradis 18,6980,House,Residence,295000,6,316,0,0,0,0,,1,,0,To renovate,Luxembourg,933.5443038,Wallonia,La Roche-en-Ardenne
VBC66825,Rue du Bourg 29,6666,House,Residence,185000,5,184,0,0,0,1,,1,4,0,To renovate,Luxembourg,1005.434783,Wallonia,Houffalize
VBC86335,,6700,House,Residence,375000,3,100,0,0,0,1,12,1,3,0,,Luxembourg,3750,Wallonia,Arlon
VBC89732,Erneuville 31,6970,House,Residence,200000,3,1579,1,0,0,1,,1,4,0,To be renovated,Luxembourg,126.6624446,Wallonia,Tenneville
VBC86564,Rue de Saint-Amour 25,6940,House,Residence,1200000,5,296,0,0,0,1,37,1,4,0,,Luxembourg,4054.054054,Wallonia,Durbuy
VBC89528,Place de la Pierre 6,6940,House,Residence,580000,7,355,0,1,0,1,20,1,3,0,,Luxembourg,1633.802817,Wallonia,Durbuy
VBC65074,,6750,House,Residence,365000,3,210,1,0,0,1,15,1,3,0,,Luxembourg,1738.095238,Wallonia,Musson
VBC85425,,6920,House,Residence,595000,5,325,0,0,0,1,,1,4,0,Excellent,Luxembourg,1830.769231,Wallonia,Wellin
VBC88906,Rue Alphonse Poncelet 4,6960,House,Residence,450000,8,344,0,0,0,0,,1,,0,Normal,Luxembourg,1308.139535,Wallonia,Manhay
VBC89600,,6760,Apartment,Apartment,185000,5,184,0,0,0,1,,0,2,0,To renovate,Luxembourg,1005.434783,Wallonia,Virton
VBC41025,Quai du Rempart 19,6830,House,Residence,165000,2,140,0,0,0,0,,0,3,0,,Luxembourg,1178.571429,Wallonia,Bouillon
VBC89527,Rue de Lantigné 9,6940,Apartment,Loft,230000,2,155,0,0,0,0,,0,,0,,Luxembourg,1483.870968,Wallonia,Durbuy
VBC87496,Rue des Aunais 33,6660,House,Residence,299000,4,124,1,0,0,1,,1,3,0,New,Luxembourg,2411.290323,Wallonia,Houffalize
VBC88344,Bihay 33,6940,House,Residence,585000,5,309,0,0,0,1,37,1,4,1,,Luxembourg,1893.203883,Wallonia,Durbuy
VBC79033,Rue des Usines 54,6791,Apartment,Apartment,215000,2,91,1,0,0,0,,0,,0,To renovate,Luxembourg,2362.637363,Wallonia,Aubange
VBC83183,Rue du Wäschbour 24 A301,6700,Apartment,Apartment,290000,2,90,0,0,0,1,,0,2,0,Normal,Luxembourg,3222.222222,Wallonia,Arlon
VBC84111,Route d'Oppagne 31,6997,House,Residence,95000,2,40,0,1,0,1,,1,4,0,,Luxembourg,2375,Wallonia,Érezée
VBC82917,Rue des Chasseurs Ardennais 5,6880,Apartment,Ground floor,285000,3,111,1,0,0,1,15,0,2,0,Normal,Luxembourg,2567.567568,Wallonia,Bertrix
VBC81220,Rue Porte Haute 16 A,6900,House,Residence,210000,4,427,0,0,0,1,47,0,2,0,To be renovated,Luxembourg,491.8032787,Wallonia,Marche-en-Famenne
VBC83564,Rue de la Carrière 4,6900,House,Residence,398500,4,130,1,0,0,1,30,1,,0,Normal,Luxembourg,3065.384615,Wallonia,Marche-en-Famenne
VBC84086,Route de Marche 45,6940,House,Villa,695000,4,200,0,0,0,1,,1,4,0,Excellent,Luxembourg,3475,Wallonia,Durbuy
VBC79017,Rue d'Offagne 27,6850,House,Residence,245000,3,150,1,0,0,0,,1,,0,Normal,Luxembourg,1633.333333,Wallonia,Paliseul
VBC78542,Rue des Usines 54,6791,Apartment,Duplex,255000,3,155,1,0,0,1,3,0,,0,To renovate,Luxembourg,1645.16129,Wallonia,Aubange
VBC79220,Avenue Du Général Patton 180,6700,Apartment,Apartment,310000,2,110,1,0,0,1,,0,2,0,Normal,Luxembourg,2818.181818,Wallonia,Arlon
VBC74357,Rue d'Andenne 20 183,6940,House,Chalet,75000,2,74,1,1,0,1,20,0,4,1,Normal,Luxembourg,1013.513514,Wallonia,Durbuy
VBC81592,Rue de Lahaut 64,6950,House,Residence,419000,4,179,1,0,0,1,77,1,4,0,Normal,Luxembourg,2340.782123,Wallonia,Nassogne
VBC74868,Rue des Déportés 86,6700,House,Residence,420000,5,322,1,0,0,1,10,1,2,0,To be renovated,Luxembourg,1304.347826,Wallonia,Arlon
VBC77708,Aux Trois Sapins 8,6900,House,Residence,265000,5,170,1,0,0,1,,1,4,0,To renovate,Luxembourg,1558.823529,Wallonia,Marche-en-Famenne
VBC77384,grand rue 55,6970,House,Residence,200000,5,284,0,0,0,1,,1,,0,Normal,Luxembourg,704.2253521,Wallonia,Tenneville
VBC78541,Rue des Usines 54,6791,Apartment,Apartment,225000,2,98,1,0,0,0,,0,,0,Excellent,Luxembourg,2295.918367,Wallonia,Aubange
VBC77383,Quartier Saint-Nicolas 20,6630,House,Residence,570000,6,292,1,0,0,0,,1,4,0,Normal,Luxembourg,1952.054795,Wallonia,Martelange
VBC76434,Rue de la Cure 17,6824,House,Residence,329000,5,420,0,0,0,1,20,1,2,0,Normal,Luxembourg,783.3333333,Wallonia,Florenville
VBC76232,Route de Paliseul 8,6830,House,Residence,145000,4,151,0,0,0,0,,1,,0,,Luxembourg,960.2649007,Wallonia,Bouillon
VBC73280,,6700,House,Residence,280000,4,210,1,0,0,1,20,1,2,0,To be renovated,Luxembourg,1333.333333,Wallonia,Arlon
VBC75854,Rue du Wäschbour 22-24 A103,6700,Apartment,Apartment,195000,1,61,1,0,0,0,,0,2,0,Normal,Luxembourg,3196.721311,Wallonia,Arlon
VBC76199,Rue des Zones 16,6940,House,Residence,495000,4,231,0,0,0,1,,1,4,0,,Luxembourg,2142.857143,Wallonia,Durbuy
VBC76411,du Mont 1,6830,House,Residence,149000,7,400,0,0,0,0,,0,,0,,Luxembourg,372.5,Wallonia,Bouillon
VBC73277,,6791,House,Mixed building,310000,7,360,1,0,0,1,20,1,3,0,To be renovated,Luxembourg,861.1111111,Wallonia,Aubange
VBC76294,Chaussée d'Arlon 107,6840,House,Residence,215000,3,130,1,0,0,0,,0,2,0,Normal,Luxembourg,1653.846154,Wallonia,Neufchâteau
VBC74923,Rue de la Poste 1,6830,House,Residence,240000,4,185,1,0,0,1,5,1,,0,Normal,Luxembourg,1297.297297,Wallonia,Bouillon
VWD13292,Vieille Route de France 64 64,6830,House,Chalet,66950,3,40,0,0,0,0,,0,,0,,Luxembourg,1673.75,Wallonia,Bouillon
VBC72972,Rue de Nassogne 3,6953,House,Bungalow,329000,3,122,0,0,0,1,30,1,4,0,,Luxembourg,2696.721311,Wallonia,Nassogne
VWD13323,,6790,House,Residence,375000,4,244,1,0,0,1,,1,4,0,Normal,Luxembourg,1536.885246,Wallonia,Aubange
VBC72237,Rue du moulin 67,6740,House,Residence,305000,3,210,0,0,0,1,,1,4,0,To be renovated,Luxembourg,1452.380952,Wallonia,Étalle
VBC69375,Domaine de Bellevue 48,6940,House,Residence,925000,4,270,1,1,0,1,,1,4,1,Excellent,Luxembourg,3425.925926,Wallonia,Durbuy
VBC73278,,6791,House,Mixed building,190000,6,320,1,0,0,1,100,1,3,0,To be renovated,Luxembourg,593.75,Wallonia,Aubange
VBC69335,rue de la Marlaine 0,6940,House,Residence,895000,5,290,0,0,0,1,47,0,4,0,,Luxembourg,3086.206897,Wallonia,Durbuy
VWD12862,,6700,Apartment,Apartment,325000,2,88,1,0,0,0,,0,3,0,,Luxembourg,3693.181818,Wallonia,Arlon
VBC70065,route de Bomal 13,6940,House,Residence,1190000,26,1280,1,1,0,1,85,1,4,0,Normal,Luxembourg,929.6875,Wallonia,Durbuy
VBC69836,Rue des Récollets 3 3,6940,Apartment,Apartment,249000,1,45,1,1,0,0,,0,,0,Excellent,Luxembourg,5533.333333,Wallonia,Durbuy
VWD08325,rue de la Rosière 6,6820,House,Bungalow,77500,2,38,0,0,0,1,,0,4,0,Excellent,Luxembourg,2039.473684,Wallonia,Florenville
VBC70740,Rue Clèrue 7,6980,House,Mixed building,175000,2,107,0,0,0,1,,0,2,0,Normal,Luxembourg,1635.514019,Wallonia,La Roche-en-Ardenne
VBC70067,Rue du Vieux Curé 13,6940,House,Residence,160000,5,170,0,0,0,0,,1,3,0,Normal,Luxembourg,941.1764706,Wallonia,Durbuy
VBC51843,En Charotte 38 23,6940,Apartment,Apartment,250000,2,87,1,0,0,1,,0,,0,Normal,Luxembourg,2873.563218,Wallonia,Durbuy
VWD12947,,6800,House,Residence,500000,3,120,0,0,0,1,,1,4,0,,Luxembourg,4166.666667,Wallonia,Libramont-Chevigny
VWD12986,,6820,House,Residence,205000,4,200,0,0,0,1,,1,,0,,Luxembourg,1025,Wallonia,Florenville
VBC46332,Rue d'Andenne 22 / 153,6940,House,Bungalow,65000,2,54,1,1,0,1,,0,4,0,,Luxembourg,1203.703704,Wallonia,Durbuy
VBC53423,,6630,House,Residence,79000,3,165,1,0,0,0,,0,,0,To be renovated,Luxembourg,478.7878788,Wallonia,Martelange
VBC58682,Grand Rue 21,6760,Apartment,Triplex,155000,3,126,1,0,0,0,,0,2,0,,Luxembourg,1230.15873,Wallonia,Virton
VBC57275,En Pierreux 35,6960,House,Residence,490000,4,248,1,0,0,1,,1,4,0,Normal,Luxembourg,1975.806452,Wallonia,Manhay
VWD12557,chemin des pruneliers 20,6940,House,Residence,349950,3,162,1,0,0,1,,1,4,0,Excellent,Luxembourg,2160.185185,Wallonia,Durbuy
VBC67377,Rue du Général Molitor 12 A4,6700,Apartment,Apartment,199000,1,52,1,0,0,0,,0,2,0,Normal,Luxembourg,3826.923077,Wallonia,Arlon
VBC62597,Rue de la Scierie 1 8,6640,Apartment,Apartment,280000,3,95,1,0,0,1,18,0,4,0,Normal,Luxembourg,2947.368421,Wallonia,Vaux-sur-Sûre
VBC60716,Rue de la Maladrerie 42,6830,House,Mixed building,160000,4,125,0,0,0,0,,0,2,0,,Luxembourg,1280,Wallonia,Bouillon
VBC50429,,6600,House,Residence,290000,5,325,0,0,0,0,,1,2,0,To renovate,Luxembourg,892.3076923,Wallonia,Bastogne
VBC65072,,6747,House,Residence,400000,2,290,1,0,0,1,25,1,4,0,,Luxembourg,1379.310345,Wallonia,Saint-Léger
VBC62057,Grand'Rue 30,6800,Apartment,Apartment,110000,1,42,1,0,0,0,,0,2,0,Normal,Luxembourg,2619.047619,Wallonia,Libramont-Chevigny
VBA54991,Rue d'Andenne 20/79 79,6940,House,Bungalow,70000,2,74,0,1,0,1,,0,4,0,,Luxembourg,945.9459459,Wallonia,Durbuy
VBC67254,Grand-Route 86,6640,House,Residence,350000,3,149,1,0,0,1,,1,4,0,Normal,Luxembourg,2348.993289,Wallonia,Vaux-sur-Sûre
VBC51844,Sur la Gere 5 13,6940,Apartment,Apartment,267000,2,94,0,0,0,1,9,0,2,0,Excellent,Luxembourg,2840.425532,Wallonia,Durbuy
VBC33292,Route de Durbuy E0.1,6940,Apartment,Apartment,210825,2,84,0,0,0,1,6,0,,0,,Luxembourg,2509.821429,Wallonia,Durbuy
VBC27953,Basse Cour 22,6940,House,Residence,450000,7,444,0,0,0,0,,1,,0,To renovate,Luxembourg,1013.513514,Wallonia,Durbuy
VBC39973,Rue des Ecoles 2B,6760,House,Residence,595000,5,329,1,0,0,1,120,1,,0,Excellent,Luxembourg,1808.510638,Wallonia,Virton
VBC33287,Route de Durbuy E1.3,6940,Apartment,Apartment,232875,2,90,0,0,0,1,6,0,,0,,Luxembourg,2587.5,Wallonia,Durbuy
VBC33294,Route de Durbuy F0.1,6940,Apartment,Apartment,221325,2,84,0,0,0,1,6,0,,0,,Luxembourg,2634.821429,Wallonia,Durbuy
VBC33288,Route de Durbuy F1.1,6940,Apartment,Apartment,227625,2,84,0,0,0,1,6,0,,0,,Luxembourg,2709.821429,Wallonia,Durbuy
VBC35028,Rue des Faubourgs 40 E,6700,Apartment,Apartment,189000,2,88,1,0,0,1,4,0,,0,To renovate,Luxembourg,2147.727273,Wallonia,Arlon
VBC33284,Route de Durbuy E1.2,6940,Apartment,Apartment,174600,1,63,0,0,0,1,6,0,,0,,Luxembourg,2771.428571,Wallonia,Durbuy
VBC40983,Halleux 44,6986,House,Residence,415000,6,271,0,0,0,1,26,1,4,0,Normal,Luxembourg,1531.365314,Wallonia,La Roche-en-Ardenne
VBC19992,Rue de Lorraine 107 A,6700,House,Residence,449000,11,439,0,0,0,1,36,1,4,0,To be renovated,Luxembourg,1022.779043,Wallonia,Arlon
VBC33286,Route de Durbuy F0.3,6940,Apartment,Apartment,227625,2,90,0,0,0,1,6,0,,0,,Luxembourg,2529.166667,Wallonia,Durbuy
VBA89659,Avenue de la Gare 122,6990,House,Residence,335000,5,244,1,0,0,1,,1,4,0,Normal,Luxembourg,1372.95082,Wallonia,Hotton
VBC33285,Route de Durbuy E2.1,6940,Apartment,Apartment,229725,2,84,0,0,0,1,6,0,,0,,Luxembourg,2734.821429,Wallonia,Durbuy
VBC34812,Avenue Germain Gilson 34 D,6810,House,Residence,360000,3,130,1,0,0,0,,0,3,0,New,Luxembourg,2769.230769,Wallonia,Chiny
VBB40630,Rue des Hautes Voies 33,6830,House,Residence,400000,4,170,0,0,0,1,,1,4,0,,Luxembourg,2352.941176,Wallonia,Bouillon
VBC33291,Route de Durbuy E0.3,6940,Apartment,Apartment,225000,2,90,0,0,0,1,6,0,,0,,Luxembourg,2500,Wallonia,Durbuy
VBC33293,Route de Durbuy E1.1,6940,Apartment,Apartment,225000,2,84,0,0,0,1,6,0,,0,,Luxembourg,2678.571429,Wallonia,Durbuy
VBC38054,Les Mambes 3-5,6830,House,Residence,890000,13,358,0,1,0,1,,1,4,0,,Luxembourg,2486.03352,Wallonia,Bouillon
VBC19283,Fraiture 40,6690,Apartment,Apartment,140000,1,50,1,1,0,1,,1,,0,Excellent,Luxembourg,2800,Wallonia,Vielsalm
VBC24203,Rue Saint Jean 4,6987,House,Residence,235000,4,148,0,0,0,0,,1,3,0,Normal,Luxembourg,1587.837838,Wallonia,Rendeux
VWD09980,Neuville-Haut 62 E,6690,House,Chalet,140000,1,81,1,0,0,1,,1,4,0,To be renovated,Luxembourg,1728.395062,Wallonia,Vielsalm
VBB70258,Rue de la Libération,6720,House,Residence,345000,3,163,1,0,0,1,,1,2,0,New,Luxembourg,2116.564417,Wallonia,Habay
VBB80214,Rue du Mont 33,6870,House,Residence,135000,4,135,1,0,0,1,10,1,2,0,Normal,Luxembourg,1000,Wallonia,Saint-Hubert
VBC06623,Chemin de Champlon 39,6900,House,Residence,298500,4,118,1,0,0,0,,1,,0,To be renovated,Luxembourg,2529.661017,Wallonia,Marche-en-Famenne
VBB13486,Place Saint-Arnould 6,6830,House,Mixed building,295000,6,250,0,0,0,0,,0,2,0,,Luxembourg,1180,Wallonia,Bouillon
VBB99803,,6997,House,Residence,1500000,19,1300,1,0,0,0,,0,4,0,Normal,Luxembourg,1153.846154,Wallonia,Érezée
VWD10759,xième de ligne 27 011,6700,Apartment,Apartment,347500,2,98,0,0,0,1,9,1,,0,,Luxembourg,3545.918367,Wallonia,Arlon
VBC19054,Chaussée de Bastogne 75 A1,6640,Apartment,Apartment,260000,2,85,1,0,0,1,6,1,4,0,New,Luxembourg,3058.823529,Wallonia,Vaux-sur-Sûre
VBB86522,Rue des Abattis 1,6838,House,Residence,175000,4,135,0,0,0,1,,1,3,0,,Luxembourg,1296.296296,Wallonia,Bouillon
VBC26134,Rue Albert Gillet 7 B,6750,House,Residence,69000,2,85,0,0,0,0,,1,3,0,To be renovated,Luxembourg,811.7647059,Wallonia,Musson
VBC27162,Rue Victor Libert 6,6900,House,Mixed building,395000,6,356,1,0,0,1,,1,2,0,To renovate,Luxembourg,1109.550562,Wallonia,Marche-en-Famenne
VBB87259,Rue des Augustins 6,6830,House,Residence,175000,3,125,0,1,0,0,,0,2,0,,Luxembourg,1400,Wallonia,Bouillon
VBB80194,Alhoumont 8,6660,House,Residence,325000,12,475,1,0,0,0,,0,4,0,To be renovated,Luxembourg,684.2105263,Wallonia,Houffalize
VWD10761,xième de ligne 27 012,6700,Apartment,Apartment,337300,2,89,0,0,0,1,9,1,,0,,Luxembourg,3789.88764,Wallonia,Arlon
VWD10758,xième de ligne 27 001,6700,Apartment,Ground floor,335000,2,89,0,0,0,1,,0,,0,,Luxembourg,3764.044944,Wallonia,Arlon
VBC18683,Domaine de Bellevue 41,6922,House,Villa,975000,6,359,0,0,0,1,55,1,4,1,,Luxembourg,2715.877437,Wallonia,Wellin
VBB58758,Rue de Masbourg 30,6950,House,Residence,1950000,25,1500,0,0,0,1,,1,4,1,Normal,Luxembourg,1300,Wallonia,Nassogne
VBB26174,Rue de Rodange 156 2,6791,Apartment,Apartment,270000,2,152,1,0,0,0,,0,,0,Normal,Luxembourg,1776.315789,Wallonia,Aubange
VWD09644,7,6820,House,Residence,165000,3,180,0,0,0,1,,1,,0,,Luxembourg,916.6666667,Wallonia,Florenville
VBA90125,Rue de Dochamps - PARC 30 51,6997,House,Chalet,63500,1,40,1,1,0,0,,1,4,1,To be renovated,Luxembourg,1587.5,Wallonia,Érezée
VBB09936,Rue du Luxembourg 71,6900,Apartment,Apartment,292600,2,103,1,0,0,1,8,1,,0,,Luxembourg,2840.776699,Wallonia,Marche-en-Famenne
VWD10324,Burtonville 23,6690,House,Residence,220000,4,195,1,0,1,0,,1,,0,To be renovated,Luxembourg,1128.205128,Wallonia,Vielsalm
VBB32395,Rue du Ban 45,6990,House,Residence,70000,5,221,0,0,0,0,,1,4,0,,Luxembourg,316.7420814,Wallonia,Hotton
VBB09940,Rue du Luxembourg 71,6900,Apartment,Apartment,276000,2,96,1,0,0,1,10,1,,0,,Luxembourg,2875,Wallonia,Marche-en-Famenne
VBB58267,Sentier du Moniquet 4,6830,Apartment,Apartment,185000,3,98,0,0,0,0,,0,3,0,,Luxembourg,1887.755102,Wallonia,Bouillon
VBA84810,Rue de la Posterie 27,6940,House,Residence,1590000,11,1250,1,1,0,1,,1,4,1,Excellent,Luxembourg,1272,Wallonia,Durbuy
VBB09938,Rue du Luxembourg 71,6900,Apartment,Apartment,248000,1,87,1,0,0,1,6,1,,0,,Luxembourg,2850.574713,Wallonia,Marche-en-Famenne
VBB47812,Rue Joseph Netzer 37,6700,House,Mixed building,420000,4,200,0,0,0,1,,1,2,0,To be renovated,Luxembourg,2100,Wallonia,Arlon
VBB55905,Avenue de la Résistance,6698,House,Cottage,950000,5,470,0,0,0,1,,1,,0,,Luxembourg,2021.276596,Wallonia,Vielsalm
VBB04278,Rue d'Izier LOT 2,6940,House,Residence,398000,4,140,0,0,0,1,,1,4,0,New,Luxembourg,2842.857143,Wallonia,Durbuy
